#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# http://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: Explosion.png (64 x 448)
# $TexturePacker:SmartUpdate:c8f14c2a8a4fc49e5651983150ae8867:90193cf1998ad5b55c86f26341ae90b2:49010ea74df96504ea853bae0d2b903a$
#

explosion_1;0;35;237;27;32;32;32;0.5925925925925926;0.5
explosion_10;0;2;36;32;30;32;32;0.5;0.5333333333333333
explosion_11;0;34;101;28;29;32;32;0.4642857142857143;0.5517241379310345
explosion_12;0;2;387;27;29;32;32;0.48148148148148145;0.5517241379310345
explosion_13;1;2;418;29;27;32;32;0.5555555555555556;0.5517241379310345
explosion_14;0;2;355;27;30;32;32;0.48148148148148145;0.5333333333333333
explosion_15;0;2;102;30;31;32;32;0.4666666666666667;0.5161290322580645
explosion_16;0;2;135;29;32;32;32;0.4827586206896552;0.5
explosion_17;0;33;135;29;32;32;32;0.4482758620689655;0.5
explosion_18;0;2;169;29;32;32;32;0.4482758620689655;0.5
explosion_19;0;2;68;30;32;32;32;0.4666666666666667;0.5
explosion_2;0;35;271;27;32;32;32;0.4444444444444444;0.5
explosion_20;0;2;2;32;32;32;32;0.5;0.5
explosion_21;0;33;169;29;32;32;32;0.4827586206896552;0.5
explosion_22;0;2;203;29;32;32;32;0.5517241379310345;0.5
explosion_23;0;35;305;27;32;32;32;0.48148148148148145;0.5
explosion_24;0;2;237;31;29;32;32;0.5161290322580645;0.5517241379310345
explosion_25;1;36;2;26;28;32;32;0.4642857142857143;0.5
explosion_26;0;36;32;26;26;32;32;0.46153846153846156;0.5
explosion_27;0;31;373;30;25;32;32;0.5333333333333333;0.52
explosion_3;0;33;400;27;27;32;32;0.5185185185185185;0.5555555555555556
explosion_4;1;35;339;27;32;32;32;0.5;0.5555555555555556
explosion_5;1;2;268;31;27;32;32;0.5185185185185185;0.4838709677419355
explosion_6;1;2;297;31;27;32;32;0.48148148148148145;0.4838709677419355
explosion_7;1;2;326;31;27;32;32;0.5185185185185185;0.4838709677419355
explosion_8;0;34;68;28;31;32;32;0.42857142857142855;0.4838709677419355
explosion_9;1;33;203;29;32;32;32;0.5;0.5172413793103449
